sample_id	cluster	subcluster_l2	fastbaps_level1_raw	fastbaps_level2_raw
SAMEA2272283	B-C03	B-C03.9	2	14
SAMN45624548	B-C03	B-C03.6	2	11
SAMN10366523	B-C13	B-C13.1	5	21
SAMN10366525	B-C13	B-C13.1	5	21
SAMN48085506	B-C13	B-C13.1	5	21
SAMN48085507	B-C13	B-C13.1	5	21
SAMN22612346	B-C13	B-C13.1	5	21
SAMN32543033	B-C13	B-C13.1	5	21
SAMN45624549	B-C13	B-C13.1	5	21
SAMN22612285	B-C13	B-C13.1	5	21
SAMEA3137596	B-C13	B-C13.2	5	22
SAMEA3218686	B-C13	B-C13.3	5	23
SAMN22612274	B-C03	B-C03.1	2	13
SAMN21464310	B-C03	B-C03.1	2	13
SAMN22612389	B-C03	B-C03.1	2	13
SAMN22612266	B-C03	B-C03.1	2	13
SAMN21464294	B-C03	B-C03.1	2	13
SAMN45624607	B-C05	B-C05.2	6	24
SAMN45624605	B-C05	B-C05.2	6	24
SAMN45624612	B-C05	B-C05.2	6	24
SAMN45624608	B-C05	B-C05.2	6	24
SAMN45624579	B-C05	B-C05.2	6	24
SAMN45624580	B-C05	B-C05.2	6	24
SAMN45624210	B-C05	B-C05.1	6	25
SAMN45624526	B-C05	B-C05.1	6	25
SAMN45624516	B-C05	B-C05.1	6	25
SAMN45624359	B-C05	B-C05.1	6	25
SAMN45624535	B-C05	B-C05.1	6	25
SAMN45624478	B-C05	B-C05.1	6	25
SAMN45624240	B-C05	B-C05.1	6	25
SAMN45624482	B-C05	B-C05.1	6	25
SAMN45624299	B-C05	B-C05.1	6	25
SAMN45624658	B-C05	B-C05.1	6	25
SAMN45624661	B-C05	B-C05.1	6	25
SAMN45624650	B-C05	B-C05.1	6	25
SAMN45624654	B-C05	B-C05.1	6	25
SAMN45624649	B-C05	B-C05.1	6	25
SAMN45624662	B-C05	B-C05.1	6	25
SAMN45624651	B-C05	B-C05.1	6	25
SAMN45624657	B-C05	B-C05.1	6	25
SAMN45624659	B-C05	B-C05.1	6	25
SAMN45624652	B-C05	B-C05.1	6	25
SAMN45624656	B-C05	B-C05.1	6	25
SAMN45624648	B-C05	B-C05.1	6	25
SAMN45624655	B-C05	B-C05.1	6	25
SAMN22612276	B-C03	B-C03.1	2	13
SAMN22612309	B-C03	B-C03.1	2	13
SAMN22612270	B-C03	B-C03.8	2	8
SAMN16125476	B-C03	B-C03.8	2	8
SAMN34223255	B-C03	B-C03.1	2	13
SAMN45624432	B-C03	B-C03.4	2	6
SAMN45624527	B-C03	B-C03.4	2	6
SAMN45624386	B-C03	B-C03.4	2	6
SAMN45624502	B-C03	B-C03.4	2	6
SAMN45624524	B-C03	B-C03.4	2	6
SAMN45624257	B-C03	B-C03.4	2	6
SAMN45624241	B-C03	B-C03.1	2	13
SAMN45624425	B-C03	B-C03.7	2	7
SAMN45624374	B-C03	B-C03.7	2	7
SAMN45624479	B-C03	B-C03.7	2	7
SAMN45624280	B-C03	B-C03.7	2	7
SAMN45624274	B-C03	B-C03.2	2	12
SAMN45624224	B-C03	B-C03.2	2	12
SAMN45624472	B-C03	B-C03.2	2	12
SAMN45624501	B-C03	B-C03.2	2	12
SAMN21464309	B-C03	B-C03.2	2	12
SAMN07187863	B-C03	B-C03.2	2	12
SAMN21464302	B-C03	B-C03.2	2	12
SAMN45624420	B-C03	B-C03.3	2	9
SAMN45624530	B-C03	B-C03.3	2	9
SAMN45624322	B-C03	B-C03.3	2	9
SAMN45624232	B-C03	B-C03.3	2	9
SAMN45624465	B-C03	B-C03.3	2	9
SAMN45624462	B-C03	B-C03.3	2	9
SAMN45624360	B-C03	B-C03.3	2	9
SAMN45624256	B-C03	B-C03.1	2	13
SAMN45624529	B-C03	B-C03.1	2	13
SAMN45624566	B-C11	B-C11.1	3	16
SAMN45624601	B-C11	B-C11.1	3	16
SAMN45624603	B-C11	B-C11.1	3	16
SAMN45624595	B-C11	B-C11.1	3	16
SAMN45624598	B-C11	B-C11.1	3	16
SAMN45624604	B-C11	B-C11.1	3	16
SAMN45624602	B-C11	B-C11.1	3	16
SAMN45624597	B-C11	B-C11.1	3	16
SAMN45624239	B-C11	B-C11.1	3	16
SAMN45624600	B-C11	B-C11.1	3	16
SAMN45624596	B-C11	B-C11.1	3	16
SAMN45624564	B-C11	B-C11.1	3	16
SAMN45624565	B-C11	B-C11.1	3	16
SAMN21464298	B-C11	B-C11.2	3	15
SAMN21464296	B-C11	B-C11.2	3	15
SAMN42899247	B-C11	B-C11.2	3	15
SAMN42899248	B-C11	B-C11.2	3	15
SAMN22612356	B-C03	B-C03.1	2	13
SAMN03256333	B-C03	B-C03.1	2	13
SAMN22612374	B-C03	B-C03.1	2	13
SAMN21464300	B-C14	B-C14.1	9	31
SAMN21464299	B-C14	B-C14.1	9	31
SAMN21464297	B-C14	B-C14.1	9	31
SAMN15371198	B-C14	B-C14.2	9	32
SAMEA3137592	B-C14	B-C14.3	9	33
SAMEA3218684	B-C14	B-C14.4	9	34
SAMN22612353	B-C16	B-C16.1	7	26
SAMN22612318	B-C16	B-C16.1	7	26
SAMEA2272760	B-C04	B-C04.3	4	19
SAMN06697627	B-C04	B-C04.1	4	18
SAMN22612247	B-C04	B-C04.1	4	18
SAMN39646424	B-C04	B-C04.1	4	18
SAMN22612258	B-C04	B-C04.1	4	18
SAMN62149727	B-C04	B-C04.1	4	18
SAMN47621266	B-C04	B-C04.1	4	18
SAMN22612366	B-C04	B-C04.1	4	18
SAMN45624435	B-C04	B-C04.1	4	18
SAMN45624317	B-C04	B-C04.1	4	18
SAMN45624438	B-C04	B-C04.1	4	18
SAMN45624439	B-C04	B-C04.1	4	18
SAMN45624539	B-C04	B-C04.1	4	18
SAMN45624511	B-C04	B-C04.1	4	18
SAMN45624512	B-C04	B-C04.1	4	18
SAMN38450761	B-C04	B-C04.1	4	18
SAMN39822551	B-C04	B-C04.1	4	18
SAMN22612255	B-C04	B-C04.1	4	18
SAMN22612249	B-C04	B-C04.1	4	18
SAMN16125519	B-C04	B-C04.2	4	17
SAMN43282463	B-C04	B-C04.4	4	20
SAMN16125507	B-C04	B-C04.2	4	17
SAMN43282212	B-C04	B-C04.2	4	17
SAMN43281545	B-C04	B-C04.2	4	17
SAMN43281666	B-C04	B-C04.2	4	17
SAMN43282129	B-C04	B-C04.2	4	17
SAMN43282365	B-C04	B-C04.2	4	17
SAMN47621265	B-C04	B-C04.2	4	17
SAMN08407853	B-C04	B-C04.2	4	17
SAMN41397082	B-C04	B-C04.1	4	18
SAMN13348486	B-C04	B-C04.1	4	18
SAMN06697628	B-C04	B-C04.1	4	18
SAMN22612388	B-C04	B-C04.1	4	18
SAMN47621267	B-C04	B-C04.1	4	18
SAMN22612352	B-C15	B-C15.1	16	66
SAMN03197780	B-C15	B-C15.1	16	66
SAMN45624290	B-C02	B-C02.1	14	54
SAMN45624212	B-C02	B-C02.1	14	54
SAMN45624304	B-C02	B-C02.1	14	54
SAMN45624215	B-C02	B-C02.1	14	54
SAMN45624421	B-C02	B-C02.1	14	54
SAMN45624226	B-C02	B-C02.1	14	54
SAMN45624447	B-C02	B-C02.1	14	54
SAMN45624444	B-C02	B-C02.1	14	54
SAMN45624271	B-C02	B-C02.1	14	54
SAMN45624519	B-C02	B-C02.1	14	54
SAMN45624510	B-C02	B-C02.1	14	54
SAMN45624446	B-C02	B-C02.1	14	54
SAMN45624508	B-C02	B-C02.1	14	54
SAMN45624298	B-C02	B-C02.1	14	54
SAMN45624489	B-C02	B-C02.1	14	54
SAMN45624550	B-C02	B-C02.1	14	54
SAMN45624449	B-C02	B-C02.1	14	54
SAMN45624509	B-C02	B-C02.1	14	54
SAMN45624243	B-C02	B-C02.1	14	54
SAMN45624245	B-C02	B-C02.1	14	54
SAMN45624289	B-C02	B-C02.1	14	54
SAMN45624423	B-C02	B-C02.1	14	54
SAMN45624562	B-C02	B-C02.1	14	54
SAMN45624560	B-C02	B-C02.1	14	54
SAMN45624556	B-C02	B-C02.1	14	54
SAMN45624448	B-C02	B-C02.1	14	54
SAMN45624395	B-C02	B-C02.1	14	54
SAMN45624225	B-C02	B-C02.1	14	54
SAMN45624263	B-C02	B-C02.1	14	54
SAMN45624310	B-C02	B-C02.1	14	54
SAMN45624352	B-C02	B-C02.1	14	54
SAMN45624237	B-C02	B-C02.1	14	54
SAMN45624429	B-C02	B-C02.1	14	54
SAMN45624456	B-C02	B-C02.1	14	54
SAMN45624664	B-C02	B-C02.1	14	54
SAMN45624584	B-C02	B-C02.1	14	54
SAMN45624442	B-C02	B-C02.1	14	54
SAMN45624437	B-C02	B-C02.1	14	54
SAMN45624201	B-C02	B-C02.1	14	54
SAMN45624266	B-C02	B-C02.1	14	54
SAMN45624199	B-C02	B-C02.1	14	54
SAMN45624594	B-C02	B-C02.1	14	54
SAMN45624494	B-C02	B-C02.1	14	54
SAMN45624452	B-C02	B-C02.1	14	54
SAMN45624483	B-C02	B-C02.1	14	54
SAMN45624572	B-C02	B-C02.1	14	54
SAMN45624559	B-C02	B-C02.1	14	54
SAMN45624337	B-C02	B-C02.1	14	54
SAMN45624402	B-C02	B-C02.1	14	54
SAMN45624450	B-C02	B-C02.1	14	54
SAMN45624294	B-C02	B-C02.1	14	54
SAMN45624522	B-C02	B-C02.1	14	54
SAMN45624433	B-C02	B-C02.1	14	54
SAMN45624358	B-C02	B-C02.1	14	54
SAMN45624613	B-C02	B-C02.1	14	54
SAMN45624221	B-C02	B-C02.1	14	54
SAMN45624663	B-C02	B-C02.1	14	54
SAMN45624195	B-C02	B-C02.1	14	54
SAMN45624307	B-C02	B-C02.1	14	54
SAMN45624485	B-C02	B-C02.1	14	54
SAMN45624231	B-C02	B-C02.1	14	54
SAMN45624222	B-C02	B-C02.1	14	54
SAMN45624300	B-C02	B-C02.1	14	54
SAMN45624303	B-C02	B-C02.1	14	54
SAMN45624476	B-C02	B-C02.1	14	54
SAMN45624419	B-C02	B-C02.1	14	54
SAMN45624370	B-C02	B-C02.1	14	54
SAMN45624333	B-C02	B-C02.1	14	54
SAMN45624343	B-C02	B-C02.1	14	54
SAMN45624542	B-C02	B-C02.1	14	54
SAMN45624477	B-C02	B-C02.1	14	54
SAMN45624393	B-C02	B-C02.1	14	54
SAMN45624611	B-C02	B-C02.1	14	54
SAMN45624521	B-C02	B-C02.1	14	54
SAMN45624430	B-C02	B-C02.1	14	54
SAMN45624569	B-C02	B-C02.1	14	54
SAMN45624328	B-C02	B-C02.1	14	54
SAMN45624214	B-C02	B-C02.1	14	54
SAMN45624563	B-C02	B-C02.1	14	54
SAMN45624208	B-C02	B-C02.1	14	54
SAMN45624385	B-C02	B-C02.1	14	54
SAMN45624270	B-C02	B-C02.1	14	54
SAMN45624408	B-C02	B-C02.1	14	54
SAMN45624390	B-C02	B-C02.1	14	54
SAMN45624314	B-C02	B-C02.1	14	54
SAMN45624492	B-C02	B-C02.1	14	54
SAMN45624488	B-C02	B-C02.1	14	54
SAMN45624233	B-C02	B-C02.1	14	54
SAMN45624378	B-C02	B-C02.1	14	54
SAMN45624291	B-C02	B-C02.1	14	54
SAMN45624332	B-C02	B-C02.1	14	54
SAMN45624470	B-C02	B-C02.1	14	54
SAMN45624217	B-C02	B-C02.1	14	54
SAMN45624288	B-C02	B-C02.1	14	54
SAMN45624409	B-C02	B-C02.1	14	54
SAMN45624306	B-C02	B-C02.1	14	54
SAMN03256353	B-C02	B-C02.5	14	57
SAMN45624223	B-C02	B-C02.1	14	54
SAMN45624228	B-C02	B-C02.1	14	54
SAMN45624507	B-C02	B-C02.1	14	54
SAMN45624311	B-C02	B-C02.1	14	54
SAMN45624198	B-C02	B-C02.1	14	54
SAMN45624505	B-C02	B-C02.1	14	54
SAMN45624451	B-C02	B-C02.1	14	54
SAMN45624348	B-C02	B-C02.1	14	54
SAMN45624518	B-C02	B-C02.1	14	54
SAMN45624319	B-C02	B-C02.1	14	54
SAMN45624344	B-C02	B-C02.1	14	54
SAMN45624341	B-C02	B-C02.1	14	54
SAMN45624458	B-C02	B-C02.1	14	54
SAMN45624582	B-C02	B-C02.1	14	54
SAMN27631880	B-C02	B-C02.1	14	54
SAMN45624440	B-C02	B-C02.1	14	54
SAMN45624211	B-C02	B-C02.1	14	54
SAMN45624213	B-C02	B-C02.1	14	54
SAMN45624554	B-C02	B-C02.1	14	54
SAMN45624570	B-C02	B-C02.1	14	54
SAMN45624490	B-C02	B-C02.1	14	54
SAMN45624461	B-C02	B-C02.1	14	54
SAMN45624403	B-C02	B-C02.1	14	54
SAMN45624249	B-C02	B-C02.1	14	54
SAMN45624238	B-C02	B-C02.1	14	54
SAMN45624484	B-C02	B-C02.1	14	54
SAMN45624236	B-C02	B-C02.1	14	54
SAMN45624382	B-C02	B-C02.1	14	54
SAMN45624391	B-C02	B-C02.1	14	54
SAMN45624200	B-C02	B-C02.1	14	54
SAMN27631879	B-C02	B-C02.1	14	54
SAMN45624491	B-C02	B-C02.1	14	54
SAMN45624220	B-C02	B-C02.1	14	54
SAMN45624567	B-C02	B-C02.1	14	54
SAMN45624260	B-C02	B-C02.1	14	54
SAMN45624216	B-C02	B-C02.1	14	54
SAMN45624400	B-C02	B-C02.1	14	54
SAMN45624481	B-C02	B-C02.1	14	54
SAMN45624495	B-C02	B-C02.1	14	54
SAMN45624493	B-C02	B-C02.1	14	54
SAMN45624207	B-C02	B-C02.1	14	54
SAMN45624357	B-C02	B-C02.1	14	54
SAMN45624585	B-C02	B-C02.1	14	54
SAMN45624283	B-C02	B-C02.1	14	54
SAMN45624575	B-C02	B-C02.1	14	54
SAMN45624196	B-C02	B-C02.1	14	54
SAMN45624276	B-C02	B-C02.1	14	54
SAMN45624285	B-C02	B-C02.1	14	54
SAMN45624383	B-C02	B-C02.1	14	54
SAMN45624375	B-C02	B-C02.1	14	54
SAMN45624312	B-C02	B-C02.1	14	54
SAMN45624323	B-C02	B-C02.1	14	54
SAMN45624331	B-C02	B-C02.1	14	54
SAMN45624351	B-C02	B-C02.1	14	54
SAMN45624330	B-C02	B-C02.1	14	54
SAMN45624316	B-C02	B-C02.1	14	54
SAMN45624609	B-C02	B-C02.1	14	54
SAMN45624234	B-C02	B-C02.1	14	54
SAMN45624235	B-C02	B-C02.1	14	54
SAMN45624410	B-C02	B-C02.1	14	54
SAMN45624401	B-C02	B-C02.1	14	54
SAMN45624267	B-C02	B-C02.1	14	54
SAMN45624443	B-C02	B-C02.1	14	54
SAMN45624568	B-C02	B-C02.1	14	54
SAMN45624599	B-C02	B-C02.1	14	54
SAMN22612248	B-C02	B-C02.2	14	56
SAMN28078142	B-C02	B-C02.2	14	56
SAMN45624197	B-C02	B-C02.2	14	56
SAMN45624392	B-C02	B-C02.1	14	54
SAMN45624194	B-C02	B-C02.1	14	54
SAMN45624531	B-C02	B-C02.1	14	54
SAMN45624313	B-C02	B-C02.1	14	54
SAMN45624366	B-C02	B-C02.1	14	54
SAMN45624242	B-C02	B-C02.1	14	54
SAMN45624525	B-C02	B-C02.1	14	54
SAMN45624369	B-C02	B-C02.1	14	54
SAMN45624424	B-C02	B-C02.1	14	54
SAMN45624355	B-C02	B-C02.1	14	54
SAMN45624329	B-C02	B-C02.1	14	54
SAMN45624350	B-C02	B-C02.1	14	54
SAMN45624320	B-C02	B-C02.1	14	54
SAMN45624455	B-C02	B-C02.1	14	54
SAMN45624365	B-C02	B-C02.1	14	54
SAMN45624219	B-C02	B-C02.1	14	54
SAMN45624606	B-C02	B-C02.1	14	54
SAMN61800723	B-C02	B-C02.1	14	54
SAMN04123299	B-C02	B-C02.1	14	54
SAMEA3137589	B-C02	B-C02.4	14	55
SAMEA3137593	B-C02	B-C02.4	14	55
SAMEA3137590	B-C02	B-C02.4	14	55
SAMEA3137591	B-C02	B-C02.4	14	55
SAMN28078147	B-C02	B-C02.3	14	53
SAMN02603411	B-C02	B-C02.3	14	53
SAMN08384893	B-C02	B-C02.6	14	58
SAMN22612384	B-C02	B-C02.3	14	53
SAMN22612365	B-C02	B-C02.3	14	53
SAMN22612254	B-C02	B-C02.3	14	53
SAMN28078146	B-C02	B-C02.3	14	53
SAMN22612367	B-C02	B-C02.3	14	53
SAMN25611842	B-C02	B-C02.3	14	53
SAMN10366526	B-C02	B-C02.3	14	53
SAMN10366522	B-C02	B-C02.3	14	53
SAMN14207021	B-C02	B-C02.3	14	53
SAMN43303035	B-C02	B-C02.2	14	56
SAMN41264334	B-C02	B-C02.2	14	56
SAMN41264335	B-C02	B-C02.2	14	56
SAMN43303036	B-C02	B-C02.2	14	56
SAMN43303032	B-C02	B-C02.2	14	56
SAMN43303033	B-C02	B-C02.2	14	56
SAMN43303034	B-C02	B-C02.2	14	56
SAMN45624253	B-C02	B-C02.2	14	56
SAMN45624251	B-C02	B-C02.2	14	56
SAMN45624246	B-C02	B-C02.2	14	56
SAMN45624247	B-C02	B-C02.2	14	56
SAMN45624255	B-C02	B-C02.2	14	56
SAMN45624248	B-C02	B-C02.2	14	56
SAMN45624252	B-C02	B-C02.2	14	56
SAMN45624250	B-C02	B-C02.2	14	56
SAMN42716486	B-C02	B-C02.2	14	56
SAMN28078149	B-C02	B-C02.2	14	56
SAMN21464305	B-C02	B-C02.2	14	56
SAMN21464295	B-C02	B-C02.2	14	56
SAMN22612253	B-C02	B-C02.2	14	56
SAMN22612252	B-C02	B-C02.2	14	56
SAMN28078150	B-C02	B-C02.2	14	56
SAMN28078141	B-C02	B-C02.2	14	56
SAMN28078151	B-C02	B-C02.2	14	56
SAMN22612251	B-C02	B-C02.2	14	56
SAMN04123295	B-C02	B-C02.2	14	56
SAMN22612250	B-C02	B-C02.2	14	56
SAMN21464301	B-C02	B-C02.2	14	56
SAMN21464307	B-C02	B-C02.2	14	56
SAMN15371199	B-C02	B-C02.2	14	56
SAMN27631882	B-C02	B-C02.2	14	56
SAMN27631883	B-C12	B-C12.2	13	49
SAMN28078145	B-C12	B-C12.2	13	49
SAMN28078143	B-C12	B-C12.2	13	49
SAMN28078144	B-C12	B-C12.2	13	49
SAMN10366524	B-C12	B-C12.2	13	49
SAMN10366527	B-C12	B-C12.2	13	49
SAMN27631877	B-C12	B-C12.1	13	50
SAMN27631875	B-C12	B-C12.1	13	50
SAMN27631878	B-C12	B-C12.1	13	50
SAMN27631876	B-C12	B-C12.1	13	50
SAMN27589866	B-C12	B-C12.1	13	50
SAMN02585053	B-C12	B-C12.1	13	50
SAMN27631874	B-C12	B-C12.1	13	50
SAMN27589867	B-C12	B-C12.1	13	50
SAMEA3218683	B-C12	B-C12.4	13	52
SAMN16125473	B-C12	B-C12.3	13	51
SAMN16125509	B-C10	B-C10.1	12	44
SAMN28078158	B-C10	B-C10.1	12	44
SAMN28078156	B-C10	B-C10.1	12	44
SAMN08378579	B-C10	B-C10.2	12	45
SAMN28078159	B-C10	B-C10.1	12	44
SAMN22612322	B-C10	B-C10.1	12	44
SAMN22612281	B-C10	B-C10.1	12	44
SAMN61028615	B-C10	B-C10.1	12	44
SAMN61027274	B-C10	B-C10.1	12	44
SAMN61028616	B-C10	B-C10.1	12	44
SAMN61028617	B-C10	B-C10.1	12	44
SAMN32543034	B-C10	B-C10.1	12	44
SAMEA3138396	B-C10	B-C10.4	12	47
SAMEA3137594	B-C10	B-C10.3	12	46
SAMEA3137588	B-C10	B-C10.5	12	48
SAMN16125449	B-C10	B-C10.1	12	44
SAMN16125510	B-C10	B-C10.1	12	44
SAMN28078157	B-C10	B-C10.1	12	44
SAMN45624660	B-C06	B-C06.7	15	65
SAMN22612332	B-C06	B-C06.4	15	60
SAMN22612331	B-C06	B-C06.4	15	60
SAMN22612319	B-C06	B-C06.4	15	60
SAMN22612364	B-C06	B-C06.4	15	60
SAMN22612316	B-C06	B-C06.3	15	64
SAMN22612312	B-C06	B-C06.1	15	61
SAMN22612327	B-C06	B-C06.1	15	61
SAMN22612292	B-C06	B-C06.1	15	61
SAMN03009919	B-C06	B-C06.1	15	61
SAMN22612291	B-C06	B-C06.1	15	61
SAMN22612369	B-C06	B-C06.1	15	61
SAMN22612360	B-C06	B-C06.6	15	63
SAMN22612313	B-C06	B-C06.6	15	63
SAMN22612315	B-C06	B-C06.6	15	63
SAMN22612325	B-C06	B-C06.3	15	64
SAMN22612308	B-C06	B-C06.3	15	64
SAMN22612317	B-C06	B-C06.3	15	64
SAMN21464303	B-C06	B-C06.5	15	62
SAMN15371201	B-C06	B-C06.5	15	62
SAMN22612376	B-C06	B-C06.5	15	62
SAMN16125522	B-C06	B-C06.3	15	64
SAMN22612323	B-C06	B-C06.2	15	59
SAMN22612311	B-C06	B-C06.2	15	59
SAMEA3292285	B-C06	B-C06.2	15	59
SAMN13633964	B-C06	B-C06.2	15	59
SAMN22612324	B-C06	B-C06.2	15	59
SAMN22612328	B-C01	B-C01.3	10	37
SAMN22612329	B-C01	B-C01.3	10	37
SAMN03009966	B-C01	B-C01.3	10	37
SAMN04216072	B-C01	B-C01.3	10	37
SAMN22612326	B-C01	B-C01.3	10	37
SAMN22612304	B-C01	B-C01.2	10	35
SAMN22612339	B-C01	B-C01.3	10	37
SAMN46495392	B-C01	B-C01.2	10	35
SAMN47852651	B-C01	B-C01.2	10	35
SAMN47852667	B-C01	B-C01.2	10	35
SAMN22612303	B-C01	B-C01.2	10	35
SAMN46495431	B-C01	B-C01.2	10	35
SAMN16125460	B-C01	B-C01.2	10	35
SAMN40518006	B-C01	B-C01.2	10	35
SAMN22612271	B-C01	B-C01.2	10	35
SAMN46495432	B-C01	B-C01.2	10	35
SAMN46495449	B-C01	B-C01.2	10	35
SAMN46495429	B-C01	B-C01.2	10	35
SAMN46495393	B-C01	B-C01.2	10	35
SAMN46495424	B-C01	B-C01.2	10	35
SAMN46495453	B-C01	B-C01.2	10	35
SAMN46495414	B-C01	B-C01.2	10	35
SAMN46495444	B-C01	B-C01.2	10	35
SAMN46495396	B-C01	B-C01.2	10	35
SAMN46495445	B-C01	B-C01.2	10	35
SAMN47852661	B-C01	B-C01.2	10	35
SAMN46495447	B-C01	B-C01.2	10	35
SAMN46495404	B-C01	B-C01.2	10	35
SAMN46495407	B-C01	B-C01.2	10	35
SAMN47852660	B-C01	B-C01.2	10	35
SAMN46495426	B-C01	B-C01.2	10	35
SAMN47852658	B-C01	B-C01.2	10	35
SAMN46495446	B-C01	B-C01.2	10	35
SAMN46495397	B-C01	B-C01.2	10	35
SAMN46495411	B-C01	B-C01.2	10	35
SAMN46495390	B-C01	B-C01.2	10	35
SAMN47852656	B-C01	B-C01.2	10	35
SAMN22612336	B-C01	B-C01.2	10	35
SAMN40518023	B-C01	B-C01.3	10	37
SAMN16125490	B-C01	B-C01.3	10	37
SAMN16125453	B-C01	B-C01.3	10	37
SAMN16125459	B-C01	B-C01.3	10	37
SAMN22612306	B-C01	B-C01.3	10	37
SAMN46495423	B-C01	B-C01.3	10	37
SAMN15102643	B-C01	B-C01.3	10	37
SAMN47852659	B-C01	B-C01.3	10	37
SAMN46495428	B-C01	B-C01.3	10	37
SAMN46495455	B-C01	B-C01.3	10	37
SAMN46495454	B-C01	B-C01.3	10	37
SAMN47852649	B-C01	B-C01.3	10	37
SAMEA3218685	B-C01	B-C01.3	10	37
SAMN08048783	B-C09	B-C09.1	11	43
SAMN02821162	B-C09	B-C09.1	11	43
SAMN06560054	B-C09	B-C09.1	11	43
SAMN08043185	B-C09	B-C09.1	11	43
SAMN22612261	B-C09	B-C09.1	11	43
SAMN16125513	B-C01	B-C01.4	10	39
SAMN16125471	B-C09	B-C09.1	11	43
SAMN16125454	B-C09	B-C09.1	11	43
SAMN16125447	B-C09	B-C09.1	11	43
SAMN16125446	B-C01	B-C01.4	10	39
SAMN16125456	B-C01	B-C01.4	10	39
SAMN03009990	B-C09	B-C09.1	11	43
SAMN16125468	B-C09	B-C09.2	11	41
SAMN16125466	B-C09	B-C09.2	11	41
SAMN16125467	B-C09	B-C09.2	11	41
SAMN16125479	B-C09	B-C09.2	11	41
SAMN16125469	B-C09	B-C09.2	11	41
SAMN16125480	B-C09	B-C09.2	11	41
SAMN16125483	B-C09	B-C09.2	11	41
SAMN16125455	B-C09	B-C09.1	11	43
SAMN16125464	B-C01	B-C01.4	10	39
SAMN16125475	B-C01	B-C01.4	10	39
SAMN22612267	B-C01	B-C01.4	10	39
SAMN16125512	B-C01	B-C01.4	10	39
SAMN16125503	B-C01	B-C01.2	10	35
SAMN16125462	B-C01	B-C01.2	10	35
SAMN40518019	B-C01	B-C01.2	10	35
SAMN40518017	B-C01	B-C01.2	10	35
SAMN22612338	B-C01	B-C01.2	10	35
SAMN47852668	B-C01	B-C01.2	10	35
SAMN40518003	B-C01	B-C01.2	10	35
SAMN40518016	B-C01	B-C01.2	10	35
SAMN40518002	B-C01	B-C01.2	10	35
SAMN06560052	B-C01	B-C01.2	10	35
SAMN40518024	B-C01	B-C01.2	10	35
SAMN22612262	B-C01	B-C01.2	10	35
SAMN22612259	B-C01	B-C01.2	10	35
SAMN46495395	B-C01	B-C01.2	10	35
SAMN16125498	B-C01	B-C01.2	10	35
SAMN16125491	B-C01	B-C01.2	10	35
SAMN39646428	B-C01	B-C01.2	10	35
